"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:1901028"	"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"11/982"	"44/18862"	1.13201452362199e-05	0.000137518801388152	8.32298718663476e-05	"SFN/ATP5IF1/HIP1R/FZD9/TP53/ZNF205/E2F1/TP63/TP73/MAPK8/TP53BP2"	11
"BP"	"GO:0016331"	"morphogenesis of embryonic epithelium"	"21/982"	"140/18862"	1.16220444790096e-05	0.000140879391336864	8.52637862693472e-05	"SOX9/SFRP2/SOX4/SOX11/TP63/PHACTR4/WNT4/RET/DVL1/TSC2/PAX8/SFRP1/TRAF6/RALA/SKI/TGFB1I1/TGFB2/IFT57/WNT2/DLC1/OSR1"	21
"BP"	"GO:0009615"	"response to virus"	"39/982"	"359/18862"	1.17499640781517e-05	0.00014181341926358	8.58290836968658e-05	"MMP12/MST1R/HSPB1/HMGA1/AKAP1/IL2RA/CCT5/C1QBP/ILF3/STMN1/TRIM11/IFNAR2/PHB/TLR9/IKBKG/RNF216/IL27/SRC/TRAF3IP2/MAPK11/CD40/BIRC2/SIN3A/MAVS/DDX21/MYD88/ABCC9/TLR3/EXT1/IRAK3/OASL/IL15/PTPRC/HYAL2/CXCL12/TLR8/TNFAIP3/KCNJ8/IL33"	39
"BP"	"GO:0042493"	"response to drug"	"39/982"	"359/18862"	1.17499640781517e-05	0.00014181341926358	8.58290836968658e-05	"SFRP2/LDHA/RPN2/DNMT3B/CHEK2/SLC6A3/MCM7/ATR/TP53/CAD/NPAS2/TP73/PHB/RET/SRC/RAP2A/SFRP1/HDAC5/CDK9/CPS1/ADAM17/TGFB2/TLR3/RAP1A/PPARGC1A/NCOA1/JUN/ENG/SCNN1B/GAS6/PRKAR2B/TGFBR2/IL1B/FYN/PPARG/ARRB1/ICAM1/MYC/FOSB"	39
"BP"	"GO:0001892"	"embryonic placenta development"	"15/982"	"79/18862"	1.18253591427298e-05	0.000142415124362551	8.61932509073358e-05	"PLK4/MDFI/GCM1/AKT1/CDX2/MAPK1/HEY2/NR2F2/GATA2/PKD2/WNT2/CEBPB/NCOA1/JUNB/HEY1"	15
"BP"	"GO:0050868"	"negative regulation of T cell activation"	"19/982"	"119/18862"	1.20901025776289e-05	0.000145289680975988	8.79330055895602e-05	"IL2RA/MAD1L1/LAX1/ZBTB7B/PRDX2/DLG5/CBFB/SPN/PTPN6/HMGB1/DUSP3/LAPTM5/NDFIP1/IL4R/RUNX3/CEBPB/PAG1/BCL6/LILRB2"	19
"BP"	"GO:0046824"	"positive regulation of nucleocytoplasmic transport"	"13/982"	"61/18862"	1.2171847097068e-05	0.000145957461103766	8.83371630859085e-05	"SFN/PIK3R2/TP53/HDAC3/KHDRBS1/MAVS/MAPK1/TPR/PIK3R1/NEDD4/GAS6/HYAL2/IL1B"	13
"BP"	"GO:0051047"	"positive regulation of secretion"	"34/982"	"295/18862"	1.22348671834024e-05	0.000146398324924146	8.86039850688686e-05	"SOX4/SOX11/RAB15/TREM2/P2RX4/AVPR1B/PARD6A/PPIA/SPHK2/CACNA1G/BLK/ADCY8/PRKCE/TMF1/ACSL3/PSMD9/AVPR1A/C1QTNF1/NR1H2/VPS4B/CD33/IL4R/TGFB2/MYRIP/GATA2/IRS2/GAB2/GJA1/TLR4/CXCL12/MYH10/IL1B/RAB8B/CAMK2N1"	34
"BP"	"GO:2000045"	"regulation of G1/S transition of mitotic cell cycle"	"24/982"	"174/18862"	1.23082776043657e-05	0.000146961361717223	8.89447492383554e-05	"SFN/AURKA/EZH2/SOX4/CDC6/MUC1/CHEK2/CDKN2C/CDC25C/TRIAP1/TP53/E2F1/AKT1/E2F4/TERT/GFI1B/PTPN6/PRMT2/FBXO7/ADAM17/APPL1/PKD2/PLAGL1/FHL1"	24
"BP"	"GO:0000076"	"DNA replication checkpoint"	"7/982"	"17/18862"	1.24536832885154e-05	0.000148063407285207	8.96117352103701e-05	"CDC6/CDT1/TIMELESS/TIPIN/TOPBP1/NAE1/CLSPN"	7
"BP"	"GO:0043968"	"histone H2A acetylation"	"7/982"	"17/18862"	1.24536832885154e-05	0.000148063407285207	8.96117352103701e-05	"RUVBL1/MEAF6/RUVBL2/SPHK2/EPC1/MORF4L1/ING3"	7
"BP"	"GO:0032642"	"regulation of chemokine production"	"16/982"	"89/18862"	1.26383849147406e-05	0.000149304309924986	9.03627610094965e-05	"TREM2/ZFPM1/TLR9/HMGB1/MAVS/RIPK2/MYD88/ADAM17/IL4R/FOXP1/TLR3/TSLP/TLR4/IL1B/IL1RL1/IL33"	16
"BP"	"GO:0036473"	"cell death in response to oxidative stress"	"16/982"	"89/18862"	1.26383849147406e-05	0.000149304309924986	9.03627610094965e-05	"MELK/HSPB1/PARK7/SIGMAR1/TRAP1/NONO/AKT1/ZNF622/HDAC6/PPIA/FBXO7/SIRT1/MCL1/TLR4/FYN/NR4A3"	16
"BP"	"GO:0048525"	"negative regulation of viral process"	"16/982"	"89/18862"	1.26383849147406e-05	0.000149304309924986	9.03627610094965e-05	"TRIM27/LY6E/ILF3/TRIM11/TRIM31/PARP10/PPIA/MBL2/SNX3/TNIP1/MAVS/TRIM25/HEXIM1/INPP5K/OASL/ZFP36"	16
"BP"	"GO:0050792"	"regulation of viral process"	"25/982"	"186/18862"	1.29020168868915e-05	0.000152096503512277	9.20526674961038e-05	"TOP2A/CHMP4C/TRIM27/LY6E/ILF3/CHMP4B/KPNA6/TRIM11/TRIM31/PARP10/PPIA/MBL2/CDK9/SNX3/TNIP1/MAVS/AXL/TRIM25/VPS4B/HEXIM1/INPP5K/NR5A2/OASL/ZFP36/CAV2"	25
"BP"	"GO:0062013"	"positive regulation of small molecule metabolic process"	"21/982"	"141/18862"	1.29981253846714e-05	0.000152906217605333	9.25427270336588e-05	"TREM2/PARK7/AKT1/WNT4/AVPR1B/SRC/VCP/TMSB4X/PRKCE/HMGB1/AVPR1A/NR1H2/SIRT1/RGN/IRS2/PPARGC1A/KAT2B/IL1B/PPARG/NR4A3/PTGS2"	21
"BP"	"GO:1903532"	"positive regulation of secretion by cell"	"32/982"	"271/18862"	1.33743346752735e-05	0.000157000610840684	9.50207578258763e-05	"SOX4/SOX11/RAB15/TREM2/P2RX4/PARD6A/PPIA/SPHK2/CACNA1G/BLK/ADCY8/PRKCE/TMF1/PSMD9/AVPR1A/C1QTNF1/NR1H2/VPS4B/CD33/IL4R/TGFB2/MYRIP/GATA2/IRS2/GAB2/GJA1/TLR4/CXCL12/MYH10/IL1B/RAB8B/CAMK2N1"	32
"BP"	"GO:0016358"	"dendrite development"	"29/982"	"234/18862"	1.34044281392928e-05	0.000157023301060287	9.50344905231594e-05	"EZH2/BCL11A/EPHB3/ITPKA/CELSR2/RTN4IP1/PPP1R9A/DLG5/CAMK2B/DVL1/HDAC6/NFATC4/RAP2A/WNT7A/ZNF365/SIPA1L1/TIAM1/CRK/SHANK2/PHACTR1/TRAK2/NEDD4/MAP2/SHANK3/FYN/NEDD4L/ARC/ID1/HECW2"	29
"BP"	"GO:0060412"	"ventricular septum morphogenesis"	"10/982"	"37/18862"	1.3436208554515e-05	0.000157065616142507	9.50601006858109e-05	"SOX4/SOX11/ZFPM1/HEY2/TGFB2/CITED2/TGFBR2/ZFPM2/HEY1/TGFBR3"	10
"BP"	"GO:0051897"	"positive regulation of protein kinase B signaling"	"24/982"	"175/18862"	1.35747382842126e-05	0.000158022423116428	9.56391845713338e-05	"MST1R/CD19/PARK7/P2RX4/PIK3R2/C1QBP/PHB/RET/SRC/C1QTNF1/AXL/RTN4/IGF1R/PIK3CA/IRS2/PIK3R1/GAB1/ENG/GAS6/KIT/FYN/TEK/ANGPT1/KL"	24
"BP"	"GO:0097696"	"receptor signaling pathway via STAT"	"24/982"	"175/18862"	1.35747382842126e-05	0.000158022423116428	9.56391845713338e-05	"ADIPOR1/IFNAR2/RET/PRLR/IL31RA/PTPRT/STAT5B/FER/CD40/STAT6/STAT5A/PPP2CA/PKD2/SH2B3/PIAS1/TSLP/IL15/KIT/PTPRC/FYN/IL7R/GHR/SOCS2/CAV1"	24
"BP"	"GO:0070252"	"actin-mediated cell contraction"	"19/982"	"120/18862"	1.3675008746475e-05	0.000158858018271551	9.61449079850849e-05	"VIL1/CCDC88C/TNNI3/SNTA1/CACNA1G/TNNT2/TPM3/PDE4D/TNNI2/ANK2/PIK3CA/KCNJ2/GJA5/TMOD1/GJA1/NEDD4L/KCNJ8/CAV1/TNNC1"	19
"BP"	"GO:0070816"	"phosphorylation of RNA polymerase II C-terminal domain"	"6/982"	"12/18862"	1.38211536678714e-05	0.000160221939401353	9.6970387699301e-05	"GTF2H4/CDK7/CDK9/GTF2H1/CCNH/GTF2H5"	6
"BP"	"GO:0016049"	"cell growth"	"47/982"	"470/18862"	1.42818341372681e-05	0.000164549709914746	9.95896643484627e-05	"SFN/SOX9/AURKA/SFRP2/CTTN/BCL11A/IL17RB/G6PD/CDKN2C/SMARCA4/RBBP7/TP53/AKT1/ADIPOR1/PHB/DVL1/HDAC6/HNF4A/SPHK2/SFRP1/NRCAM/SIN3A/AVPR1A/YY1/PRMT2/TIAM1/RASGRP2/RTN4/ADAM17/SIRT1/TGFB2/MSX1/PPP2CA/BTG1/BCL6/MACF1/MAP2/LTBP4/TGFBR2/GJA1/HYAL2/CXCL12/PPARG/NEDD4L/ACVRL1/SOCS2/FHL1"	47
"BP"	"GO:0031057"	"negative regulation of histone modification"	"11/982"	"45/18862"	1.4283009253719e-05	0.000164549709914746	9.95896643484627e-05	"DNMT3B/DNMT1/BRCA1/PAX5/SMARCB1/CTBP1/SPHK2/SIN3A/SKI/SIRT1/SPI1"	11
"BP"	"GO:0061647"	"histone H3-K9 modification"	"11/982"	"45/18862"	1.4283009253719e-05	0.000164549709914746	9.95896643484627e-05	"CHEK1/DNMT3B/DNMT1/BRCA1/PAX5/SMARCB1/SUV39H1/SPHK2/ARID4A/SIRT1/KAT2B"	11
"BP"	"GO:0046661"	"male sex differentiation"	"22/982"	"153/18862"	1.44396233207416e-05	0.000166011009559701	0.000100474080013668	"SOX9/SFRP2/BIK/HOXA10/BRIP1/TFAP2C/KIF18A/WNT4/TEX11/SFRP1/STAT5B/TMF1/ARID4A/TGFB2/TLR3/NCOA1/CITED2/FSTL3/KIT/ZFPM2/ICAM1/TCF21"	22
"BP"	"GO:0035304"	"regulation of protein dephosphorylation"	"21/982"	"142/18862"	1.4519343992635e-05	0.000166584078401096	0.000100820915833632	"PPP2R3A/RCAN3/PPP2R5C/PHACTR4/PPP2R5D/PPP1R8/PPIA/PPP4R2/PPP2R2A/CD33/SHOC2/CRY2/PHACTR1/PPP4R4/RGN/PPP1R15B/DLC1/PHACTR3/PTPRC/LILRB2/CDH5"	21
"BP"	"GO:0090559"	"regulation of membrane permeability"	"16/982"	"90/18862"	1.46384277734793e-05	0.000167262035378935	0.00010123123261815	"SFN/ATP5IF1/HIP1R/THEM4/FZD9/TP53/ZNF205/E2F1/CNP/TP63/TP73/MOAP1/MAPK8/TP53BP2/LAPTM5/RASIP1"	16
"BP"	"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"	"16/982"	"90/18862"	1.46384277734793e-05	0.000167262035378935	0.00010123123261815	"HSPB1/TLR9/NFATC4/SPN/HMGB1/MAVS/RIPK2/MYD88/CD14/TLR3/TLR1/PIK3R1/TYROBP/PTPRC/TLR4/IL33"	16
"BP"	"GO:2000027"	"regulation of animal organ morphogenesis"	"24/982"	"176/18862"	1.49580843071218e-05	0.000170564985882436	0.000103230262164746	"SOX9/SFRP2/HOXB7/PSMD4/CELSR2/PAX9/PSMC1/PSMC4/PSMC6/PSMA1/PSMC5/WNT4/DVL1/PSMD13/PARD6A/PAX8/SFRP1/SPEF1/PSMD9/WNT7A/TIAM1/MSX1/WNT2/CITED2"	24
"BP"	"GO:0110053"	"regulation of actin filament organization"	"32/982"	"273/18862"	1.55394346449923e-05	0.000176832423633627	0.000107023474697842	"CTTN/NOX4/TRIM27/VIL1/HIP1R/PPP1R9A/STMN1/ARHGEF10L/SNX9/WNT4/SPTBN4/ADD2/TMSB4X/SFRP1/FER/PRKCE/BAIAP2/ARAP1/PIK3CA/SORBS3/TMOD2/INPP5K/ARHGEF15/PIK3R1/DLC1/TMOD1/SHANK3/CXCL12/CCN2/ICAM1/ID1/WASF3"	32
"BP"	"GO:1903321"	"negative regulation of protein modification by small protein conjugation or removal"	"16/982"	"91/18862"	1.69149734676644e-05	0.000192093466508547	0.000116259845508269	"MAD2L1/SOX4/PARK7/OGT/AKT1/PARP10/TAF1/PPIA/PER2/PRKCE/NXN/CRY1/FYN/ARRB1/TNFAIP3/CAV1"	16
"BP"	"GO:0022408"	"negative regulation of cell-cell adhesion"	"25/982"	"189/18862"	1.70580176740307e-05	0.000193324200305681	0.000117004716865517	"IL2RA/MAD1L1/LAX1/ZBTB7B/PRDX2/DLG5/CBFB/AKT1/CDSN/SPN/PTPN6/HMGB1/C1QTNF1/DUSP3/LAPTM5/NDFIP1/IL4R/RUNX3/CEBPB/PAG1/BCL6/SH2B3/CXCL12/PODXL/LILRB2"	25
"BP"	"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"22/982"	"155/18862"	1.7784936470076e-05	0.000201153764213274	0.000121743367829751	"ZBTB7B/IL27RA/IL27/TRAF6/CD40/CD81/PTPN6/HMGB1/CD226/TNFSF13/RIPK2/NDFIP1/IL4R/BTK/BCL6/PTPRC/IL1B/TNFAIP3/KLRD1/IL7R/IL1RL1/IL33"	22
"BP"	"GO:0001738"	"morphogenesis of a polarized epithelium"	"21/982"	"144/18862"	1.80516203680907e-05	0.000203345121560553	0.000123069632961401	"SFRP2/PSMD4/CELSR2/IFT20/PSMC1/PSMC4/PSMC6/DLG5/PSMA1/PSMC5/TP63/DVL1/PSMD13/PARD6A/SFRP1/SPEF1/PSMD9/WNT7A/TIAM1/MSN/FOXF2"	21
"BP"	"GO:0014074"	"response to purine-containing compound"	"21/982"	"144/18862"	1.80516203680907e-05	0.000203345121560553	0.000123069632961401	"LDHA/NOX4/DNMT3B/SLC6A3/P2RX4/CAD/TAF1/PTPRN/BIRC2/CPS1/ABCC9/INPP5K/PKD2/PPARGC1B/RAP1A/PPARGC1A/JUN/PPARG/DUSP1/TEK/FOSB"	21
"BP"	"GO:2000209"	"regulation of anoikis"	"8/982"	"24/18862"	1.82720872405746e-05	0.000205413625914201	0.000124321544340582	"CHEK2/PTRH2/SRC/TLE1/TLE5/PIK3CA/MCL1/CAV1"	8
"BP"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"26/982"	"202/18862"	1.89911203222716e-05	0.000213067378102588	0.000128953789586366	"SOX11/PMEPA1/TP53/SNX6/PARD6A/SRC/CREBBP/DUSP22/SKI/ADAM17/APPL1/SIRT1/TGFB1I1/TGFB2/DKK3/JUN/ENG/CITED2/LTBP4/TGFBR2/ID1/ACVRL1/TGFBR3/CDH5/CAV2/CAV1"	26
"BP"	"GO:0006363"	"termination of RNA polymerase I transcription"	"9/982"	"31/18862"	1.93165397221995e-05	0.000215083795122814	0.000130174176388232	"MNAT1/GTF2H4/CDK7/ERCC2/TBP/GTF2H1/CCNH/GTF2H5/CAVIN1"	9
"BP"	"GO:0060317"	"cardiac epithelial to mesenchymal transition"	"9/982"	"31/18862"	1.93165397221995e-05	0.000215083795122814	0.000130174176388232	"RTN4/HEY2/TGFB2/MSX1/WNT2/ENG/TGFBR2/HEY1/TGFBR3"	9
"BP"	"GO:1901976"	"regulation of cell cycle checkpoint"	"9/982"	"31/18862"	1.93165397221995e-05	0.000215083795122814	0.000130174176388232	"MAD2L1/CDT1/CHEK2/LCMT1/MAD2L1BP/CRY1/FEM1B/TPR/DUSP1"	9
"BP"	"GO:0071887"	"leukocyte apoptotic process"	"17/982"	"102/18862"	1.93251401285025e-05	0.000215083795122814	0.000130174176388232	"IL2RA/TP53/AKT1/BLK/TRAF3IP2/AXL/ADAM17/SIRT1/BTK/FOXP1/IRS2/TSC22D3/BCL6/GAS6/FAS/CXCL12/IL7R"	17
"BP"	"GO:0001818"	"negative regulation of cytokine production"	"39/982"	"367/18862"	1.95196423296203e-05	0.000216815788107495	0.000131222422538819	"TREM2/TRIM27/C1QBP/ZFPM1/IL27RA/TIA1/TLR9/RNF216/TMSB4X/HDAC7/PTPN6/HMGB1/YY1/MAVS/AXL/TRIM25/TRIB2/NFKB1/CD33/LAPTM5/NDFIP1/CYLD/BTK/TGFB2/CLEC4A/BCL6/IRAK3/TYROBP/GAS6/PTPRC/SRGN/TLR4/TLR8/ARRB1/TNFAIP3/ZFP36/IL1RL1/ANGPT1/IL33"	39
"BP"	"GO:0001736"	"establishment of planar polarity"	"19/982"	"123/18862"	1.96083832610443e-05	0.000216937192586474	0.000131295899613425	"SFRP2/PSMD4/CELSR2/IFT20/PSMC1/PSMC4/PSMC6/PSMA1/PSMC5/TP63/DVL1/PSMD13/PARD6A/SFRP1/SPEF1/PSMD9/WNT7A/TIAM1/FOXF2"	19
"BP"	"GO:0007164"	"establishment of tissue polarity"	"19/982"	"123/18862"	1.96083832610443e-05	0.000216937192586474	0.000131295899613425	"SFRP2/PSMD4/CELSR2/IFT20/PSMC1/PSMC4/PSMC6/PSMA1/PSMC5/TP63/DVL1/PSMD13/PARD6A/SFRP1/SPEF1/PSMD9/WNT7A/TIAM1/FOXF2"	19
"BP"	"GO:0003015"	"heart process"	"33/982"	"289/18862"	1.98133103557465e-05	0.000218770333749787	0.000132405363211096	"KCNK1/NOX4/TNNI3/P2RX4/SNTA1/NPPA/SPTBN4/SRC/CACNA1G/THRA/TNNT2/AVPR1A/PDE4D/TNNI2/TNNI3K/ANK2/HEY2/ABCC9/TGFB2/PIK3CA/THRB/KCNJ2/TRPC1/EXT1/GJA5/GJA1/CCN2/FYN/NEDD4L/KCNJ8/FXYD1/CAV1/TNNC1"	33
"BP"	"GO:0055123"	"digestive system development"	"20/982"	"134/18862"	2.00897951720558e-05	0.000221384778417754	0.000133987691536532	"AGR2/SFRP2/SOX11/EPHB3/HIP1R/TP63/RET/CBFA2T2/CDX2/SRC/SALL1/SFRP1/CPS1/TGFB2/EXT1/KIT/TGFBR2/FOXF2/HOXA5/TCF21"	20
"BP"	"GO:0097345"	"mitochondrial outer membrane permeabilization"	"12/982"	"55/18862"	2.03831724147137e-05	0.000224174693065964	0.000135676218751318	"SFN/ATP5IF1/HIP1R/FZD9/TP53/ZNF205/E2F1/TP63/TP73/MOAP1/MAPK8/TP53BP2"	12
"BP"	"GO:0031032"	"actomyosin structure organization"	"25/982"	"191/18862"	2.04662679076925e-05	0.000224645491837192	0.000135961158126942	"NOX4/PPP1R9A/STMN1/ARHGEF10L/WNT4/SRC/SFRP1/TNNT2/ARAP1/CUL3/PHACTR1/PGM5/SORBS3/TMOD2/INPP5K/ARHGEF15/CSRP2/PIK3R1/DLC1/CFLAR/CNN1/TMOD1/CCN2/MYH10/ARRB1"	25
"BP"	"GO:0030168"	"platelet activation"	"22/982"	"157/18862"	2.18131714360399e-05	0.000238959221861215	0.000144624191136271	"HSPB1/DGKA/SRC/PPIA/BLK/CD40/PRKCE/PTPN6/RAF1/C1QTNF1/AXL/MAPK1/TXK/PIK3CA/PLCG2/LCP2/PIK3R1/SH2B3/PRKCH/TLR4/FYN/ARRB1"	22
"BP"	"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"11/982"	"47/18862"	2.22739887184971e-05	0.000242333113977891	0.000146666156349226	"ZBTB7B/IL27RA/PTPN6/NDFIP1/IL4R/BCL6/PTPRC/KLRD1/IL7R/IL1RL1/IL33"	11
"BP"	"GO:0007528"	"neuromuscular junction development"	"11/982"	"47/18862"	2.22739887184971e-05	0.000242333113977891	0.000146666156349226	"PPFIBP2/FZD9/AGRN/AFG3L2/SNTA1/DVL1/SHANK2/PDZRN3/UTRN/NEDD4/SHANK3"	11
"BP"	"GO:0097028"	"dendritic cell differentiation"	"11/982"	"47/18862"	2.22739887184971e-05	0.000242333113977891	0.000146666156349226	"TREM2/BLK/TRAF6/HMGB1/AXL/IRF8/SPI1/CEBPB/GAS6/TGFBR2/LILRB2"	11
"BP"	"GO:0060416"	"response to growth hormone"	"10/982"	"39/18862"	2.23019955689763e-05	0.000242333113977891	0.000146666156349226	"AKT1/RBBP4/PRLR/STAT5B/CPS1/STAT6/STAT5A/PIK3R1/GHR/SOCS2"	10
"BP"	"GO:0045580"	"regulation of T cell differentiation"	"21/982"	"146/18862"	2.23384541938013e-05	0.000242333113977891	0.000146666156349226	"SOX4/IL2RA/ZBTB7B/PRDX2/CBFB/CARD11/IL27/STAT5B/HMGB1/PRDM1/ZAP70/RIPK2/IL4R/RUNX3/BCL6/IL15/PTPRC/TGFBR2/LILRB2/IL7R/ZBTB16"	21
"BP"	"GO:1902903"	"regulation of supramolecular fiber organization"	"39/982"	"370/18862"	2.34860899078406e-05	0.000254288227817707	0.00015390169493007	"CTTN/NOX4/TRIM27/PARK7/VIL1/AEBP1/HIP1R/PPP1R9A/STMN1/ARHGEF10L/SNX9/WNT4/HDAC6/SPTBN4/ADD2/TMSB4X/SFRP1/PFDN5/FER/SPEF1/PRKCE/BAIAP2/ARAP1/PIK3CA/SORBS3/TMOD2/INPP5K/ARHGEF15/PIK3R1/DLC1/MAP2/TMOD1/SHANK3/CXCL12/CCN2/ICAM1/ID1/WASF3/CDH5"	39
"BP"	"GO:0001838"	"embryonic epithelial tube formation"	"18/982"	"114/18862"	2.37758274922421e-05	0.000256926383908415	0.00015549837401087	"SOX9/SFRP2/SOX4/SOX11/PHACTR4/WNT4/RET/DVL1/TSC2/PAX8/SFRP1/TRAF6/RALA/SKI/TGFB2/IFT57/DLC1/OSR1"	18
"BP"	"GO:0031331"	"positive regulation of cellular catabolic process"	"40/982"	"384/18862"	2.43490788705623e-05	0.000262612115632989	0.000158939523280103	"AURKA/TREM2/TRIM27/PARK7/ATP5IF1/PSMC1/PIP4K2C/PSMC4/CSNK1D/AKT1/SNX9/DVL1/TSC2/IKBKG/TAF1/VCP/CALCOCO2/PRKD1/CD81/HMGB1/TRIB2/RIPK2/FBXO7/MSN/WAC/LAPTM5/SIRT1/PIP4K2A/RGN/IRS2/SH3D19/PIAS1/FOXO1/IL1B/CBFA2T3/TNFAIP3/ZFP36/ADRB2/IL33/CAV1"	40
"BP"	"GO:0035723"	"interleukin-15-mediated signaling pathway"	"6/982"	"13/18862"	2.45355086772833e-05	0.000262875154588958	0.000159098721137997	"SHC1/STAT5B/STAT5A/IL2RB/IL15RA/IL15"	6
"BP"	"GO:0071350"	"cellular response to interleukin-15"	"6/982"	"13/18862"	2.45355086772833e-05	0.000262875154588958	0.000159098721137997	"SHC1/STAT5B/STAT5A/IL2RB/IL15RA/IL15"	6
"BP"	"GO:0060760"	"positive regulation of response to cytokine stimulus"	"12/982"	"56/18862"	2.47254128607024e-05	0.000262875154588958	0.000159098721137997	"MMP12/TREM2/MAVS/AXL/RIPK2/ADAM17/LAPTM5/TXK/TSLP/CD300LF/GAS6/TLR4"	12
"BP"	"GO:0002698"	"negative regulation of immune effector process"	"19/982"	"125/18862"	2.47506198276906e-05	0.000262875154588958	0.000159098721137997	"IL2RA/ZBTB7B/C1QBP/FER/PTPN6/CD59/APPL1/CRK/NDFIP1/IL4R/TGFB2/BCL6/CD55/IRAK3/PTPRC/KLRD1/IL7R/ANGPT1/IL33"	19
"BP"	"GO:0032355"	"response to estradiol"	"19/982"	"125/18862"	2.47506198276906e-05	0.000262875154588958	0.000159098721137997	"GJB2/EZH2/CCNA2/DNMT3B/KIF18A/RUVBL2/MYOD1/SFRP1/STAT5B/WNT7A/NR2F2/PPARGC1A/NCOA1/CFLAR/GJA1/CCN2/ETS1/DUSP1/SOCS2"	19
"BP"	"GO:0045814"	"negative regulation of gene expression, epigenetic"	"19/982"	"125/18862"	2.47506198276906e-05	0.000262875154588958	0.000159098721137997	"EZH2/HMGA1/DNMT3B/TRIM27/DNMT1/RBBP7/EED/H2AX/PCGF1/RBBP4/CTBP1/HDAC5/EPC1/HMGB1/SIN3A/MORF4L1/SIRT1/SPI1/PPM1D"	19
"BP"	"GO:0048565"	"digestive tract development"	"19/982"	"125/18862"	2.47506198276906e-05	0.000262875154588958	0.000159098721137997	"AGR2/SFRP2/SOX11/EPHB3/TP63/RET/CBFA2T2/CDX2/SRC/SALL1/SFRP1/CPS1/TGFB2/EXT1/KIT/TGFBR2/FOXF2/HOXA5/TCF21"	19
"BP"	"GO:0072175"	"epithelial tube formation"	"19/982"	"125/18862"	2.47506198276906e-05	0.000262875154588958	0.000159098721137997	"SOX9/SFRP2/SOX4/SOX11/PHACTR4/WNT4/RET/DVL1/TSC2/PAX8/SFRP1/TRAF6/RALA/SKI/TGFB2/IFT57/DLC1/PODXL/OSR1"	19
"BP"	"GO:0030038"	"contractile actin filament bundle assembly"	"17/982"	"104/18862"	2.50885932818889e-05	0.000265453503111599	0.000160659203159365	"NOX4/PPP1R9A/STMN1/ARHGEF10L/WNT4/SRC/SFRP1/ARAP1/CUL3/PHACTR1/SORBS3/INPP5K/ARHGEF15/PIK3R1/DLC1/CCN2/ARRB1"	17
"BP"	"GO:0043149"	"stress fiber assembly"	"17/982"	"104/18862"	2.50885932818889e-05	0.000265453503111599	0.000160659203159365	"NOX4/PPP1R9A/STMN1/ARHGEF10L/WNT4/SRC/SFRP1/ARAP1/CUL3/PHACTR1/SORBS3/INPP5K/ARHGEF15/PIK3R1/DLC1/CCN2/ARRB1"	17
"BP"	"GO:0002718"	"regulation of cytokine production involved in immune response"	"15/982"	"84/18862"	2.54681908603662e-05	0.000268451100637811	0.000162473425327498	"TRAF6/CD81/CD226/MAVS/DDX21/LAPTM5/BTK/TGFB2/TLR3/BCL6/IRAK3/TLR4/IL1B/NR4A3/ANGPT1"	15
"BP"	"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	"15/982"	"84/18862"	2.54681908603662e-05	0.000268451100637811	0.000162473425327498	"SFRP2/PARK7/BRCA1/RFFL/DAXX/SFRP1/MOAP1/RAF1/PEA15/FEM1B/PIK3R1/CFLAR/FAS/ICAM1/TNFAIP3"	15
"BP"	"GO:0050764"	"regulation of phagocytosis"	"16/982"	"94/18862"	2.57448157508063e-05	0.000270344807206207	0.000163619544646813	"TREM2/LYAR/SNX3/HMGB1/APPL1/IL2RB/GATA2/SIRPB1/RAP1A/IL15RA/IL15/CD300LF/GAS6/PTPRC/IL1B/PPARG"	16
"BP"	"GO:0061097"	"regulation of protein tyrosine kinase activity"	"16/982"	"94/18862"	2.57448157508063e-05	0.000270344807206207	0.000163619544646813	"NOX4/SHC1/SNX6/IBTK/DOCK3/SRC/GRM5/DUSP22/ADAM17/NCF1/GAS6/PTPRC/HYAL2/FYN/SH3BP5/CAV1"	16
"BP"	"GO:1903900"	"regulation of viral life cycle"	"21/982"	"148/18862"	2.75180713304164e-05	0.000288422491989477	0.000174560618688791	"TOP2A/CHMP4C/TRIM27/LY6E/ILF3/CHMP4B/KPNA6/TRIM11/TRIM31/PARP10/PPIA/SNX3/TNIP1/MAVS/AXL/TRIM25/VPS4B/INPP5K/NR5A2/OASL/CAV2"	21
"BP"	"GO:0003158"	"endothelium development"	"20/982"	"137/18862"	2.79301497185437e-05	0.000292192335517073	0.000176842223753631	"WNT7A/PDE4D/MYD88/MSN/HEY2/FOXP1/NR2F2/RAP1A/BTG1/ENG/SOX18/GJA5/TIE1/GJA1/IL1B/HEY1/ICAM1/ID1/ACVRL1/CDH5"	20
