"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0048872"	"homeostasis of number of cells"	"62/1983"	"249/18862"	6.44580778969737e-11	2.08023796849324e-09	1.16325695320967e-09	"NCAPG2/SLC7A11/SOX9/CDH2/IL2RA/STAT1/CASP3/DNAJA3/VEGFA/ADA/HMGB2/PRMT1/PRDX2/BAK1/MED1/CDK6/POLB/RPS19/CARD11/SIT1/ERCC2/BAX/CCNB2/MAPK14/CDK5RAP3/GATA1/ACIN1/BCL2/JAK3/EPO/FANCC/RPS14/ZBTB7A/RB1/HOXB6/FLT3/THRA/ITPKB/AKT3/INPP5D/AKT1/BPGM/TAL1/STAT3/GATA3/ADD1/AXL/LYN/ARID4A/GPR183/BCL6/JAK2/GATA2/ETS1/MEF2C/KIT/IL7/HMOX1/SH2B3/RASSF2/IL7R/IL6"	62
"BP"	"GO:0002886"	"regulation of myeloid leukocyte mediated immunity"	"24/1983"	"52/18862"	6.61794909398687e-11	2.12443206288355e-09	1.18797003333269e-09	"DHX36/CD177/BLK/IL13/IL4/MAVS/SNX4/DDX58/FER/SYK/TICAM1/LYN/GATA2/RAC2/FES/ITGB2/IL4R/GAB2/HMOX1/BTK/C3/ITGAM/TYROBP/PRAM1"	24
"BP"	"GO:2000379"	"positive regulation of reactive oxygen species metabolic process"	"35/1983"	"101/18862"	6.81704306474319e-11	2.17345779117911e-09	1.21538493498805e-09	"NOX4/AKR1C3/HSP90AB1/GSTP1/HSP90AA1/EGFR/TP53/LEP/ZNF205/CD177/MAPK14/INSR/GRIN1/MAPT/MTOR/AKT1/RNF41/PTK2B/PDGFRB/HDAC4/SYK/TICAM1/RIPK1/JAK2/PRKCD/ITGB2/CDKN1A/TLR4/IL1B/ITGAM/TYROBP/ICAM1/KLF4/AGTR1/CD36"	35
"BP"	"GO:0071478"	"cellular response to radiation"	"52/1983"	"191/18862"	6.84270058531949e-11	2.17345779117911e-09	1.21538493498805e-09	"MMP1/RAD51AP1/MMP9/CHEK1/MMP3/AURKB/ECT2/CHEK2/RAD51/H2AW/NOX4/CDC25A/FNTB/RUVBL2/PPID/CUL4B/BMF/HRAS/BAK1/TMEM161A/ATR/TP53/BAX/DHX36/FNTA/MAPK14/WRN/PDE6G/TAF1/GNAT1/AKT2/MMP2/CASP9/CREBBP/GTF2H5/TNKS1BP1/TANK/EP300/NMT2/XPA/GATA3/YAP1/PTN/PIK3R1/PRKCD/XPC/CRY1/CDKN1A/CRY2/CRYAB/MME/AQP1"	52
"BP"	"GO:0042692"	"muscle cell differentiation"	"80/1983"	"362/18862"	7.56454112556985e-11	2.39015736611592e-09	1.33656207487335e-09	"CCNB1/KRT8/MMP14/SOX9/CDH2/CACYBP/SMYD3/DNMT1/KAT2A/CASP3/VEGFA/RGS4/TARBP2/MORF4L2/NEB/SEMA4C/KLF5/NLN/GSK3A/CDH15/CTNNA2/MAPK14/MAPK12/MYOD1/ATP2A2/WNT1/IFT20/SMYD1/BCL2/DYRK1B/MTOR/RARB/PPARA/SLC9A1/IL4/SLC8A1/FRS2/RB1/TTN/MYH9/SIK1/FOXO4/CAMK1/AKT1/HDAC5/CD9/ACTN2/SMARCD3/GPX1/ANK2/MAP2K4/PDGFRB/RORA/HDAC4/CTNNA1/PGM5/HOMER1/FGF9/SPAG9/PPP3CA/CD53/MEF2A/EREG/EFEMP2/SKI/EHD1/IL4R/MEF2C/ARRB2/EFNB2/BNIP2/CSRP1/KIT/EHD2/GATA6/CAPN3/SYNE1/CAV2/JAM2/EDNRB"	80
"BP"	"GO:0001503"	"ossification"	"86/1983"	"401/18862"	7.61538102216856e-11	2.393688774416e-09	1.33853681782195e-09	"SPP1/MMP9/MDK/TWIST1/FBL/MMP14/SOX9/SIX2/MEN1/TNFSF11/TP63/PTK2/SND1/MSX2/CDK6/TPH1/EGFR/FZD9/LEP/AHSG/WNT7B/ERCC2/TNFRSF11A/DHX36/GNAS/CBFB/RUNX2/MAPK14/NPPC/NBR1/THBS3/ATP6V1B1/PDLIM7/MMP16/GATA1/BCL2/WWOX/MEF2D/RRBP1/NF1/SLC34A1/CASR/MMP2/SLC8A1/MAPK3/THRA/ATP6AP1/AKT1/PTK2B/RRAS2/BCAP29/RORB/ATP2B1/TRAF6/TWIST2/FZD1/HDAC4/FGF18/CDH11/NPR2/YAP1/PTN/PPARGC1B/PBX1/PRKD1/SKI/CTNNBIP1/BMPR2/CLEC5A/CEBPA/MEF2C/GPC3/JUNB/VEGFC/EGR2/CCN1/TEK/RASSF2/ACP5/FAT4/KL/ZBTB16/PPARG/S1PR1/IL6/ADRB2"	86
"BP"	"GO:1901216"	"positive regulation of neuron death"	"33/1983"	"92/18862"	8.2721485927786e-11	2.58665371800098e-09	1.44644169012535e-09	"NQO1/MYBL2/DDIT4/ASCL1/AIMP2/CDK5R1/CASP3/EPHA7/CDC34/PAK3/SRPK2/TP53/GSK3A/BAX/DAXX/ADORA1/MAPT/NF1/MTOR/GRIN2B/MAP3K11/MAP2K4/HDAC4/PRNP/MAP3K5/MCL1/PPP1R13B/FYN/ITGB2/EFNB2/TLR4/ITGAM/TYROBP"	33
"BP"	"GO:0097305"	"response to alcohol"	"59/1983"	"233/18862"	9.05180193978272e-11	2.81585694363859e-09	1.57461079864044e-09	"NQO1/BRCA1/JUP/TNFSF4/CDK4/RAD51/LRP8/AKR1C3/GOT2/CLDN3/CLDN1/HDAC2/DNMT3A/RGS4/CDH1/BAK1/POLB/GSTP1/CCL7/LARP1/LEP/RPS6KB1/ADAM15/NPPC/HTR1B/TUFM/GRIN3A/TH/GRIN1/IL13/PPARA/CSN1S1/GRIN2B/TBXA2R/DMAP1/GSN/AKT1/PTK2B/ATP2B1/NR0B2/GATA3/CTNNA1/ADCY6/ADCY7/CYBB/PTGFR/AHR/FYN/KLF9/CDKN1A/S100A8/CFTR/PTGER2/SLIT3/CSF3/ICAM1/PPARG/KLF4/FOSB"	59
"BP"	"GO:0050852"	"T cell receptor signaling pathway"	"54/1983"	"204/18862"	9.45175569586509e-11	2.92519721151517e-09	1.63575323945714e-09	"THY1/PSMC4/PSMD4/ADA/PAK2/PSMD10/EIF2B2/PSMD7/PSMC1/PSMD1/PIK3R2/HRAS/PAK3/PHPT1/CARD11/CTLA4/CRKL/RNF31/EIF2B4/PAWR/UBE2N/CSK/PTPRJ/PSMD6/PSEN1/TEC/CUL1/PSMF1/DUSP3/INPP5D/UBASH3A/NCK1/CD226/FYB1/TXK/PLCG2/TRAF6/ZAP70/GATA3/LAT/PRNP/PTPN22/EZR/PSMB10/LGALS3/PIK3R1/LCP2/CD247/NFKB1/PTPN6/FYN/PAG1/PRKCQ/PRAM1"	54
"BP"	"GO:0021782"	"glial cell development"	"37/1983"	"112/18862"	9.65219441450186e-11	2.97198945364891e-09	1.66191918866235e-09	"MDK/ASCL1/NDRG1/EIF2B2/PARD3/ZNF488/KCNJ10/CDK6/GSTP1/EGFR/POU3F2/ERCC2/EIF2B4/POU3F1/HDAC10/HES5/MAPT/ADAM22/NF1/AKT2/PSEN1/DICER1/LRP1/HDAC11/GSN/AKT1/TPPP/LYN/LPAR1/S100A9/SKI/IFNGR1/TREM2/S100A8/TLR4/TLR2/IL6"	37
"BP"	"GO:1902107"	"positive regulation of leukocyte differentiation"	"45/1983"	"154/18862"	1.02634658456241e-10	3.1282836554718e-09	1.74931799580388e-09	"MDK/TNFSF4/MMP14/IL2RA/TNFSF11/POU4F1/ADA/IL1RL2/DUSP10/GNAS/CBFB/ACIN1/PRKCA/POU4F2/IL4/RB1/SOCS5/ITPKB/INPP5D/RARA/ATP6AP1/TRAF6/ZAP70/GATA3/SYK/RIPK1/PPARGC1B/AXL/CD86/BCL6/CTNNBIP1/IL15/LIF/IL18/FES/TREM2/IL4R/IL7/BTK/GAS6/PRKCZ/TYROBP/IL7R/CA2/ZBTB16"	45
"BP"	"GO:1903708"	"positive regulation of hemopoiesis"	"45/1983"	"154/18862"	1.02634658456241e-10	3.1282836554718e-09	1.74931799580388e-09	"MDK/TNFSF4/MMP14/IL2RA/TNFSF11/POU4F1/ADA/IL1RL2/DUSP10/GNAS/CBFB/ACIN1/PRKCA/POU4F2/IL4/RB1/SOCS5/ITPKB/INPP5D/RARA/ATP6AP1/TRAF6/ZAP70/GATA3/SYK/RIPK1/PPARGC1B/AXL/CD86/BCL6/CTNNBIP1/IL15/LIF/IL18/FES/TREM2/IL4R/IL7/BTK/GAS6/PRKCZ/TYROBP/IL7R/CA2/ZBTB16"	45
"BP"	"GO:0010038"	"response to metal ion"	"78/1983"	"352/18862"	1.13938013276164e-10	3.45535633226959e-09	1.93221513125301e-09	"CCNB1/KRT14/MMP9/NQO1/CPS1/ECT2/BNIP3/ASCL1/CDK4/PPIF/CACYBP/NDRG1/PTGES/MNAT1/AKR1C3/CASP3/CLDN1/PDCD6/DNMT3A/CDH1/BSG/PPP1CA/EGFR/ENTPD6/GSK3A/TERT/HPCA/GDI1/TH/DAXX/DLG2/SYT6/BCL2/MAPT/SLC34A1/CASR/ALG2/TTN/MAPK3/ANXA7/CAMK2D/GSN/MAPK9/BRAF/ITPKB/PLSCR1/OTC/AKT1/PTK2B/UBE2D3/MTF1/PEF1/HOMER1/PRNP/ADD1/PPP3CA/RASGRP2/MEF2A/ADCY7/CYBB/TXNIP/PPARGC1A/MT2A/CEBPA/NCF1/ANXA11/MEF2C/JUNB/KIT/S100A8/HMOX1/DUSP1/PLN/CAPN3/ICAM1/CA2/AQP1/FOSB"	78
"BP"	"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"39/1983"	"123/18862"	1.22802448198036e-10	3.70556387437572e-09	2.07212973117317e-09	"MMP9/SOX9/CBLC/GRB7/VIL1/SHC1/PTK2/PTK6/EGF/HIP1R/EGFR/SNX6/SNX5/PDE6G/ADORA1/SRC/PTPRJ/PSEN1/SOCS5/DUSP3/BRAF/PLCE1/AKT1/DOK1/PTK2B/PTPN12/PIK3C2A/FER/PLAUR/BCAR3/BTC/EREG/GAB1/PIK3R1/SHC3/NCF1/SPRY2/RASSF2/EFEMP1"	39
"BP"	"GO:0070304"	"positive regulation of stress-activated protein kinase signaling cascade"	"38/1983"	"118/18862"	1.26820535937307e-10	3.80227988417764e-09	2.12621276041922e-09	"TPD52L1/PDCD10/VEGFA/TNFSF11/UNC5CL/SPHK1/PRMT1/SEMA4C/HRAS/LEP/WNT7B/PLCB1/TRAF5/TLR9/MAPK8IP1/MAP3K10/EDAR/MAP3K11/PTK2B/GADD45G/TRAF6/DUSP22/NOD1/MAP3K5/FLT4/MAP3K3/RIPK1/SH3RF1/LYN/SH3RF3/RASGRP1/MYD88/NCF1/TLR4/IL1B/TLR3/RASSF2/GADD45B"	38
"BP"	"GO:0032526"	"response to retinoic acid"	"35/1983"	"103/18862"	1.27267694549111e-10	3.80227988417764e-09	2.12621276041922e-09	"GJB3/ASCL1/SOX9/PTGES/CD38/HDAC2/PHB2/PTK6/RET/TMEM161A/LEP/WNT7B/NDUFA13/TEAD2/RXRB/ABL2/LTK/RARA/PTK2B/RORB/PDGFRB/RXRG/RXRA/YAP1/LYN/NCOA1/FZD4/GJA1/WNT2/DUSP1/GATA6/TIE1/PPARG/KLF4/AQP1"	35
"BP"	"GO:0071156"	"regulation of cell cycle arrest"	"36/1983"	"108/18862"	1.29362128488499e-10	3.82844175539937e-09	2.14084232639609e-09	"CCNB1/FOXM1/AURKA/CDK1/FAP/CHEK2/BRCA1/CDK4/CARM1/CDK5R1/POU4F1/E2F1/NEUROD1/PRMT1/CDC25C/HSP90AB1/ARID3A/TP53/FZD9/CNOT3/BAX/CDK2/CNOT1/TP73/CNOT7/E2F4/ZBTB17/AKT2/FOXO4/TNKS1BP1/EP300/PLK3/RBL2/CDKN1A/GATA6/PLAGL1"	36
"BP"	"GO:0045930"	"negative regulation of mitotic cell cycle"	"73/1983"	"321/18862"	1.29412115675472e-10	3.82844175539937e-09	2.14084232639609e-09	"CCNB1/AURKA/CDK1/CDC6/FAP/CHEK1/CDT1/AURKB/MSH2/TIPIN/CHEK2/BRCA1/CDK4/SLC9A3R1/PSMC4/CARM1/RAD21/XRCC3/PSMD4/E2F1/CDKN2C/RINT1/DLG1/PRMT1/CDC25C/PSMD10/PSMD7/PSMC1/PSMD1/ARID3A/CDK6/MAD2L1BP/EGFR/TP53/MDC1/AURKAIP1/CNOT3/WEE1/BAX/CDK2/RBL1/NBN/CNOT1/BCL2L1/CNOT7/CDK5RAP3/E2F4/BCL2/PSMD6/CDC14A/RB1/CUL1/BRSK1/PSMF1/FOXO4/MAGI2/TNKS1BP1/PRMT2/EP300/BTG1/PLK3/PPP1R10/RBL2/PSMB10/BCL6/CDKN1C/XPC/CDKN2B/TIMP2/CDKN1A/DUSP1/PLAGL1/KLF4"	73
"BP"	"GO:0046902"	"regulation of mitochondrial membrane permeability"	"29/1983"	"75/18862"	1.41505343308673e-10	4.16577925301386e-09	2.3294794898465e-09	"BNIP3/PPIF/YWHAZ/E2F1/TP63/BMF/VDAC2/BAK1/HIP1R/SLC25A5/TP53/HEBP2/FZD9/GSK3A/BAX/YWHAQ/CNP/ZNF205/TP73/DYNLT1/BCL2L1/BCL2/SLC9A1/CAMK2A/SPG7/BNIP3L/GZMB/MOAP1/PPP1R13B"	29
"BP"	"GO:0090132"	"epithelium migration"	"79/1983"	"360/18862"	1.42295791187477e-10	4.16871407677874e-09	2.33112062619852e-09	"ANLN/S100A2/MMP9/FAP/KRT16/JUP/SOX9/SRPX2/VIL1/PDCD10/VEGFA/PDCD6/PTK2/PRSS3/EGF/EPPK1/ITGA2/CSNK2B/DUSP10/FGF8/HDAC6/DOCK1/ATP5F1A/FGF4/NF1/MTOR/SRC/PRKCA/RREB1/IL4/ITGB3/TBXA2R/FGFR1/MYH9/NRP2/AKT3/NRP1/GLUL/AKT1/HDAC5/PTK2B/ROCK2/GPX1/PLCG2/PIK3C2A/PIK3CG/GATA3/PIK3R3/TMSB4X/FGF18/PPM1F/FLT4/MAP3K3/PTN/ITGA3/LPXN/PRKD1/EVL/SPRED1/NR2F2/GATA2/SOX18/ETS1/BMPR2/STAT5A/NR4A1/APOH/ITGB2/MEF2C/EFNB2/VEGFC/KIT/HMOX1/FGF2/RRAS/TEK/ANGPT1/PPARG/KLF4"	79
"BP"	"GO:0046849"	"bone remodeling"	"32/1983"	"89/18862"	1.48388490082312e-10	4.32620549587802e-09	2.41918891026642e-09	"SPP1/MDK/CD38/TNFSF11/TPH1/EGFR/LEP/TNFRSF11A/HTR1B/CSK/NF1/SRC/PRKCA/ITGB3/INPP5D/ATP6AP1/PTK2B/TRAF6/SYK/PTN/PPARGC1B/CSF1R/GJA1/RAC2/UBASH3B/IL7/RASSF2/ACP5/CA2/S1PR1/IL6/ADRB2"	32
"BP"	"GO:0002262"	"myeloid cell homeostasis"	"43/1983"	"145/18862"	1.57888458343129e-10	4.5810425293307e-09	2.5616922947777e-09	"NCAPG2/SLC7A11/STAT1/CASP3/VEGFA/HMGB2/PRMT1/BAK1/MED1/CDK6/RPS19/ERCC2/BAX/MAPK14/CDK5RAP3/GATA1/ACIN1/JAK3/EPO/FANCC/RPS14/ZBTB7A/RB1/HOXB6/THRA/ITPKB/INPP5D/BPGM/TAL1/STAT3/GATA3/ADD1/AXL/LYN/ARID4A/BCL6/JAK2/GATA2/ETS1/KIT/HMOX1/SH2B3/IL6"	43
"BP"	"GO:0031570"	"DNA integrity checkpoint"	"45/1983"	"156/18862"	1.64435929452748e-10	4.74818580979587e-09	2.65515784349288e-09	"CCNB1/AURKA/CDK1/CDC6/CHEK1/CDT1/BRIP1/MSH2/TIPIN/CHEK2/BRCA1/TIMELESS/CARM1/E2F1/RINT1/PRMT1/CDC25C/ARID3A/ATR/TP53/MDC1/CNOT3/BAX/CDK2/CDC5L/NBN/CNOT1/THOC5/THOC1/MAPK14/CNOT7/CDK5RAP3/E2F4/BRSK1/FOXO4/TNKS1BP1/EP300/PLK3/PPP1R10/RBL2/XPC/RPA4/CRY1/CDKN1A/PLAGL1"	45
"BP"	"GO:0002699"	"positive regulation of immune effector process"	"56/1983"	"219/18862"	1.81160786128462e-10	5.20621592516794e-09	2.91128561567844e-09	"SLC7A5/MSH2/TNFSF4/HSPD1/RPS19/DHX36/CD177/BLK/NOS2/TLR9/FCER2/TNFRSF4/IL13/IL4/PTPRJ/MAVS/SOCS5/SNX4/RARA/CD226/CD244/FFAR2/DDX58/RAP1A/TRAF6/FER/GATA3/SH2D1B/PTPN22/LAMP1/SYK/TICAM1/TNFRSF14/RAPGEF1/LYN/CD86/GATA2/RAC2/RASGRP1/IL18/FES/ITGB2/IL4R/GAB2/HMOX1/TLR4/BTK/PRKCZ/C3/IL18RAP/IL1B/AZGP1/ITGAM/TYROBP/CD36/IL6"	56
"BP"	"GO:0002755"	"MyD88-dependent toll-like receptor signaling pathway"	"19/1983"	"35/18862"	1.83939175943312e-10	5.26100913183835e-09	2.9419256576416e-09	"IRAK1/HSPD1/IRAK4/TLR10/TLR9/UBC/MAP3K1/UBB/TRAF6/TLR5/TLR1/IRAK3/MYD88/TLR4/TLR2/BTK/TLR8/CD300LF/CD36"	19
"BP"	"GO:0032355"	"response to estradiol"	"39/1983"	"125/18862"	2.10741178932415e-10	5.99916516442039e-09	3.35469821081093e-09	"CCNA2/NQO1/DNMT3B/KIF18A/H2AZ1/CD38/CASP3/RUVBL2/POU4F1/DNMT3A/ITGA2/GSTP1/EGFR/LEP/KCNJ11/GGT1/NCOA3/MYOD1/TH/NCOR2/SLC34A1/ESR1/POU4F2/CYP19A1/CSN1S1/PDGFRB/STAT3/PTN/NCOA1/TXNIP/PTGFR/PPARGC1A/NR2F2/GJA1/ETS1/CRYAB/DUSP1/TFPI/SOCS2"	39
"BP"	"GO:0010631"	"epithelial cell migration"	"78/1983"	"357/18862"	2.31602949174487e-10	6.5620835599438e-09	3.66947889821302e-09	"ANLN/S100A2/MMP9/FAP/KRT16/JUP/SOX9/SRPX2/VIL1/PDCD10/VEGFA/PDCD6/PTK2/PRSS3/EGF/EPPK1/ITGA2/CSNK2B/DUSP10/HDAC6/DOCK1/ATP5F1A/FGF4/NF1/MTOR/SRC/PRKCA/RREB1/IL4/ITGB3/TBXA2R/FGFR1/MYH9/NRP2/AKT3/NRP1/GLUL/AKT1/HDAC5/PTK2B/ROCK2/GPX1/PLCG2/PIK3C2A/PIK3CG/GATA3/PIK3R3/TMSB4X/FGF18/PPM1F/FLT4/MAP3K3/PTN/ITGA3/LPXN/PRKD1/EVL/SPRED1/NR2F2/GATA2/SOX18/ETS1/BMPR2/STAT5A/NR4A1/APOH/ITGB2/MEF2C/EFNB2/VEGFC/KIT/HMOX1/FGF2/RRAS/TEK/ANGPT1/PPARG/KLF4"	78
"BP"	"GO:0016049"	"cell growth"	"95/1983"	"470/18862"	2.37999861828347e-10	6.71181853333678e-09	3.75320982302843e-09	"SPP1/AURKA/CRABP2/BCL11A/SPOCK1/GNG4/PRSS2/MMP14/SERPINE2/SOX9/CDK5R1/CTTN/PAK6/CD38/VEGFA/RGS4/CDKN2C/SPHK1/CLSTN1/SEMA4C/PSMD10/HSP90AB1/EPHA7/RBBP7/HSP90AA1/EGFR/TP53/SEMA4F/L1CAM/GSK3A/SMARCA4/RND2/SEMA3F/ADAM15/CRKL/IP6K2/NDUFA13/GDI1/LIMK1/MAP3K13/PAK4/VGLL4/CDH4/HDAC6/BCL2/TCHP/MAPT/MTOR/HNF4A/PPARA/SLC9A1/POU4F2/PTPRJ/LRP1/RB1/CAMK2D/NRP2/PLCE1/NRG3/NRP1/PRMT2/SERTAD3/AKT1/BTG1/PTK2B/SLC9A6/TIAM1/MAP2K4/TSPYL2/VCL/APBB1/SMARCA2/SPAG9/ITGA4/ITSN2/RASGRP2/ALCAM/ULK2/S100A9/GJA1/BCL6/BMPR2/CISH/CDKN1A/S100A8/CRYAB/ROS1/SEMA6A/PRKCQ/PRKCZ/SLIT3/SOCS2/PPARG/AGTR1/FLRT3"	95
"BP"	"GO:0042770"	"signal transduction in response to DNA damage"	"40/1983"	"131/18862"	2.57625363434045e-10	7.23148403871842e-09	4.04380374624013e-09	"CCNB1/FOXM1/AURKA/CDK1/TWIST1/CHEK1/CHEK2/BRCA1/NDRG1/CARM1/EEF1E1/E2F1/RINT1/PRMT1/CDC25C/PSMD10/ARID3A/ATR/TP53/CNOT3/BAX/CDK2/CDC5L/NBN/CNOT1/MAPK14/CNOT7/ING4/E2F4/WNT1/RPS6KA6/CASP9/TNKS1BP1/EP300/PLK3/RBL2/PPM1D/SPRED1/CDKN1A/PLAGL1"	40
"BP"	"GO:0048863"	"stem cell differentiation"	"61/1983"	"251/18862"	2.63795209883923e-10	7.37038931319202e-09	4.12147876651003e-09	"TWIST1/SOX9/CDH2/PSMC4/NRTN/NSUN2/NOLC1/PSMD4/PDCD6/TP63/SEMA4C/PSMD10/PSMD7/PSMC1/PSMD1/RET/KRT18/ALX1/TP53/SEMA4F/ERCC2/DHX36/SEMA3F/CBFB/TP73/MTF2/GDNF/HOXB4/TEAD2/HES5/PUM1/GATA1/DNMT3L/ESR1/ESRRB/PSMD6/MAPK3/PSMF1/FOXO4/NRP2/OSM/NRP1/MLLT3/TAL1/GATA3/FZD1/PEF1/PSMB10/YAP1/PTN/ERBB4/GATA2/SOX18/LIF/A2M/MEF2C/KIT/GATA6/SEMA6A/EDNRB/GPM6A"	61
"BP"	"GO:0042113"	"B cell activation"	"73/1983"	"326/18862"	2.72686604819546e-10	7.55179968016695e-09	4.22292238688619e-09	"EXO1/MSH2/CD79A/TNFSF4/MMP14/CD19/LAX1/MSH6/CD38/HSPD1/CASP3/ADA/PHB2/BAK1/TP53/FZD9/CARD11/CR2/BAX/CTLA4/NBN/RNF168/THOC1/BLK/PAWR/CD79B/ITFG2/TLR9/BCL2/JAK3/TNFRSF4/IL13/IL4/PTPRJ/ZBTB7A/CD40LG/GPS2/FLT3/NFAM1/INPP5D/EP300/SKAP2/HDAC5/PTK2B/IL27RA/PLCG2/ZAP70/HDAC4/SYK/TICAM1/ITGA4/PRKCB/LYN/PLCL2/PIK3R1/GPR183/CD86/BCL6/PELI1/PRKCD/RASGRP1/AHR/PTPN6/MEF2C/CDKN1A/KIT/IL7/TLR4/KLF6/BTK/TYROBP/IL7R/IL6"	73
"BP"	"GO:0031099"	"regeneration"	"51/1983"	"192/18862"	2.72790775522186e-10	7.55179968016695e-09	4.22292238688619e-09	"CCNB1/SPP1/AURKA/CCNA2/MDK/THY1/CDK4/DHFR/CLDN1/TARBP2/BAK1/EPPK1/KLF5/MED1/GSTP1/EGFR/FZD9/ADAM15/DUSP10/GAP43/MYOD1/WNT1/BCL2/STK24/TEC/LRP1/FLT3/GSN/CD9/PTPN12/MTR/TXK/RAP1A/GPX1/NR0B2/CTNNA1/PPP3CA/YAP1/PTN/ERBB4/AXL/FLNA/JAK2/CDKN1A/HMOX1/GAS6/CAPN3/RGN/PPARG/KLF4/IL6"	51
"BP"	"GO:0032956"	"regulation of actin cytoskeleton organization"	"77/1983"	"352/18862"	2.84636412764179e-10	7.82925345518949e-09	4.37807292152575e-09	"MDK/ECT2/FSCN1/NOX4/CDK5R1/SPTBN2/CTTN/VIL1/TWF1/RGS4/PPM1E/DLG1/NEB/MKKS/PAK2/MLST8/HRAS/ADD2/HIP1R/PAK3/SPTB/PHPT1/RND2/JMY/CTNNA2/SNX9/LIMK1/ABI2/WASL/NF2/MTOR/SLC9A1/DAPK3/LRP1/ABL2/NTRK3/GSN/SORBS3/NRP1/NCK1/ADD3/PTK2B/ACTN2/ROCK2/RASA1/FER/PDGFRB/TMSB4X/MYO1C/PPM1F/CD47/ARHGAP17/ADD1/PPP1R9A/SPTAN1/EPS8/CRK/CSF1R/FLNA/LPAR1/EVL/PIK3R1/RAC2/ARHGDIB/PRKCD/SPTBN1/TJP1/FES/CORO2B/SDC4/TEK/HCK/CSF3/RND1/ICAM1/DLC1/S1PR1"	77
"BP"	"GO:0090130"	"tissue migration"	"79/1983"	"365/18862"	2.85407748159352e-10	7.82925345518949e-09	4.37807292152575e-09	"ANLN/S100A2/MMP9/FAP/KRT16/JUP/SOX9/SRPX2/VIL1/PDCD10/VEGFA/PDCD6/PTK2/PRSS3/EGF/EPPK1/ITGA2/CSNK2B/DUSP10/FGF8/HDAC6/DOCK1/ATP5F1A/FGF4/NF1/MTOR/SRC/PRKCA/RREB1/IL4/ITGB3/TBXA2R/FGFR1/MYH9/NRP2/AKT3/NRP1/GLUL/AKT1/HDAC5/PTK2B/ROCK2/GPX1/PLCG2/PIK3C2A/PIK3CG/GATA3/PIK3R3/TMSB4X/FGF18/PPM1F/FLT4/MAP3K3/PTN/ITGA3/LPXN/PRKD1/EVL/SPRED1/NR2F2/GATA2/SOX18/ETS1/BMPR2/STAT5A/NR4A1/APOH/ITGB2/MEF2C/EFNB2/VEGFC/KIT/HMOX1/FGF2/RRAS/TEK/ANGPT1/PPARG/KLF4"	79
"BP"	"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	"46/1983"	"164/18862"	2.89680200430832e-10	7.91049778099579e-09	4.42350427521432e-09	"TWIST1/HDAC2/GSTP1/LEP/TLR9/CIDEA/SPN/IL4/PTPRJ/PSEN1/DICER1/MAVS/RARA/IL27RA/DDX58/STAT3/NOD1/PTPN22/SYK/TICAM1/CD2/CD47/RIPK1/SIRPA/AXL/PIK3R1/CD86/JAK2/RASGRP1/TLR1/IRAK3/IFNGR1/CLEC4A/PTPN6/MYD88/TREM2/ARRB2/CD33/TLR4/TLR2/GAS6/TLR3/TYROBP/ANGPT1/CD36/IL6"	46
"BP"	"GO:0010976"	"positive regulation of neuron projection development"	"44/1983"	"153/18862"	2.91782770448384e-10	7.93202261106304e-09	4.43554083479146e-09	"MDK/LRP8/ENC1/ITPKA/STMN2/TWF1/CBFA2T2/PTK6/RET/BHLHB9/PAK3/CAMK2B/DHX36/MARK2/DYNLT1/ALK/EPO/MTOR/KALRN/LRP1/ABL2/NTRK3/ZNF804A/MAGI2/LTK/CAMK1/NCK1/EP300/PTK2B/RAP1A/TIAM1/KIDINS220/FZD1/PPP1R9A/PTN/RAPGEF1/ITGA3/LYN/FLNA/PRKD1/S100A9/FES/RAPGEF2/FYN"	44
"BP"	"GO:0051047"	"positive regulation of secretion"	"68/1983"	"295/18862"	2.998143560543e-10	8.08418857227155e-09	4.52063115383118e-09	"SPP1/PTGES/CD38/TNFSF11/RAB15/PPID/EGFR/LEP/PHPT1/TNFRSF11A/ALOX12B/CD177/DYNLL1/BLK/NADK/GDNF/PPIA/SNX5/ADORA1/IL13/NTSR1/CASR/IL4/CYP19A1/FFAR1/LRP1/MYOM1/TTN/SNX4/AIMP1/KIF5B/RAB9A/TMF1/ATP6AP1/C2CD2L/NR0B2/ACSL3/GLUD1/LAMP1/NR1H2/SYK/APBB1/EZR/PFKFB2/GJA1/JAK2/GATA2/TCF7L2/PDCD6IP/ITGB2/TREM2/IL4R/ANG/VEGFC/CD33/GAB2/S100A8/TLR4/CFTR/TLR2/SDC4/IL1B/UNC13B/ITGAM/MYH10/CAMK2N1/AQP1/EDNRB"	68
